;address;final_balance;n_tx;total_received;total_sent
1307;bc1ph7xfc5hmve3xffr00cyf69cukr6cjrv0gmr90m07ms7k63xfmcmq6ghj72;509000;1;509000;0
1308;bc1pcwly30zgscr7d5plu3ceqkykxvh2jgnh0qs5p3rcjaze08nsyu8qxzj06c;128654;2;292654;164000
1309;bc1p03hex7ctkwl497jwm7hhnjf8w9pyfejkfn239peg85mdp3rf5asslafumw;744330;1;744330;0
1310;bc1pfm8527ccw23m2arg86sddfrhexdtzdxf5sd9xft08cxt7dw36kaqh6u9s9;128654;2;292654;164000
1311;bc1qra2ll4wyxrqy02k07s5kf89lausftmgs902vg5;32225633;1;32225633;0
1312;bc1pdeynwf229v09ummyrq0yrc33mtwckfgj4xxw46hrr793673j96rsv2p7lp;128654;2;292654;164000
1313;bc1prwgc28dws4ttl2uj6lx9atwzqy7cwy3h4q88s94gvfslv8ajua3qec7z0p;10000;1;10000;0
1314;bc1p3z32wt9lg6qgsgaz22meegu6fnldswj4477ynun7y0g05q3gr2zqhvk7lc;2780071;255;99732898;96952827
1315;bc1qschfcda64ky4mr80fheptj50axekhyacak9kqn;47569356;9579;106736474;59167118
1316;bc1p06tvnqyedlfstuffhnqd2jp293pes66g8ctmw52negt3fk9ynejq37ncd5;10000;1;10000;0
1317;bc1plnhmjc83lx2tw3zkqqmftcdeww54q3mlmgavacs5h36xf0kaq5esyhhphy;128654;2;292654;164000
1318;bc1pcqhw90atrp8uajvy0h5g6vgl7df0j0dlu6y0qrgxgfa9ap3cr6vqr6egqd;10000;1;10000;0
1319;bc1pvt2xyr6zvukqv2c8r879emq9jwdvtkp4zan8gxdwnuu7rva3g5uq68uvyp;7456283;2;8956283;1500000
1320;bc1p8aakhgl9e7krl8460qt47z0mn3enmvhnnka5cn5c88vsmctassrqg0dgkw;128654;2;292654;164000
1321;bc1pav5c52g7l9errl42pypw037pwl2plpnn8x6snsj79mevg4d4hjds0k5w8m;10000;1;10000;0
1322;bc1qq280wfd7pwx3nywrjtcc7man74z3hlsffvpd55;1096983;1;1096983;0
1323;bc1p9y2dhyzzyc6tzqdsfdy0yxnum9mkd86g2m0s0kacp5gvwwwc0ygsrpfkmm;744330;1;744330;0
1324;bc1p44fv8cz4l378ztf5lpwfs9uvrqx2r4fw893a770c6mcjdj3zcxqqssx7l2;128654;2;292654;164000
1325;bc1p7un034435y05gxf37zedx6ynu5cxku9a45v92cch59v4wj9fr76q7cdkkw;739581;1;739581;0
1326;bc1pl8uvkzzw6vza5vcg6ejpwcru2kamzw0pc06am8wppg5u375j6thsz35l7a;128654;2;292654;164000
1327;bc1pe7kkt2j9qeg92yf0673c0d8q3ttxyjsmpeh5zjx08cxwck7uajfqxyn9lc;10000;1;10000;0
1328;bc1pqgvm4an42l6l4twp08658639tcv79fpxs2q3e5vn3lskdlwekutq20g904;265800;1;265800;0
1329;bc1p092g472vda8xkn2s35sq4fl786m0zwsygjx5f47xggjdxfuvz5aqx9639k;128654;2;292654;164000
1330;bc1p562astyrhumg4umv3q8h93njj79mvz2fca7hy2fmqjk3h6n7s5qskm60ew;546;1;546;0
1331;bc1p4kex5he2tug7kcs2rnq9g2kceyc0qras6pt8g6cjrdue4rulppesh87u97;321511;249;558893546;558572035
1332;bc1p3szr6a0sz7yhx6ru0zxqq7zsc7snt4ch6tvtrkz7zaza0vav4unqz6kcs2;128654;2;292654;164000
1333;bc1pe265ln9se3pm6appg79y40wlajmu60afhfx05lq22sgvajw4apuqk2ky68;0;2;739581;739581
1334;bc1py6680k0rfr2yd5yryj6yvtq2083r2wtjlylygryhx58y8wx266ysxdfyul;128654;2;292654;164000
1335;bc1pt6ce4sjvyjczcjd2nc0y7lggha372kdw47zvfj9pcctn5vempdgqepxv2k;10000;1;10000;0
1336;bc1qmxyxs8jvlur05uqprzcz5mdadjvdh0lz5xsxly;971207;1877;391921458;390950251
1337;bc1pptwl792z4upwfacgm3lhtlvn92qksmlpqtum0v7pxr29sdfucftqzyd8nk;546;1;546;0
1338;bc1pqfjuh7kzapjuxpw8ug6gz3mglgzqhdylgwn58tc2emst9nlne2usr4e5jy;10000;1;10000;0
1339;bc1pgdl0dle37qk24e5art3zcj2x2k5wa8a8ct336ehumm8v4mku09jql8rxgy;174148;1;174148;0
1340;bc1pnr6pt0a7cn0jfd5cqx9raexvz6zzlj2krhxakln03jxgwc8lw2us3xd4tq;366868;537;111595500;111228632
1341;bc1pcqms2fr4ytkjda0svyrn56h0glpzq64mflerae9ku38rjluxusxqa954sh;3960736;143;3960736;0
1342;bc1p6gut4x0aw5upt942kufv686pr359jayyhe59gtxh9luaxglpeftsrecmxt;1169672;113;139900860;138731188
1343;bc1pje2hqa88h597pmd635gsr67juv2nn8xerg08ed8ehy86mdf75eqqw2nvzc;128654;2;292654;164000
1344;bc1p06xftpqvnm956wnlfraq9qj25dkyvtwwy8y95dwqxdl75rmp3lyszkwp4a;174246;1;174246;0
1345;bc1pz7xzep5ypv6wfkf0fsf9vt5hzs8pudnk5fkctgew9u4lh3uy0wsswzmer4;128654;2;292654;164000
1346;bc1pcjm288ummet7s9fmaeq8e0pcu79h7r4sfj7muenzcvcywxtnfats3qh0ja;128654;2;292654;164000
1347;bc1p8f9xw6z4nr5a6y32gz08jyv5dnwu9zh8fe2qsxnw4w04f246zr8skes86h;750830;1;750830;0
1348;bc1p9ptadeyumwd5vq6k8ynpvswtptpmf96f6lrxvndyy62hrppmddtslly9j5;744330;1;744330;0
1349;bc1pd09s7fp3zpstqzxyehhzgag5zcv30pxfl25m2pnfr78xaek7pqrqxw0j0k;128654;2;292654;164000
1350;bc1pajhyst9d3rwre8jr4gcxypzvaf6hkll6x4rmwr9xmkyxrg0epprseezp6l;128654;2;292654;164000
1351;bc1pq6g600a535sm6ndezmcf0ra44rxcsp4xf8fgf3j8jzrc68fl9vkqsfxdy0;282282;10;4123140;3840858
1352;bc1p4wgvmr5pex80hmsxrf8uucwkfjx5dl0zxcua86hrqrrv0gw39esqra55u7;251507;8;4981079;4729572
1353;bc1p3r6yx8awc2j3e4t758zy007pmk7vx9wvfj6m6msxn8m7pkpy6lesr76lt0;0;2;31883;31883
1354;bc1p5nuztqsh3vjyzqzvpfwedjecds0yddnw6frmy0hcf97pvexzh4lswwfgyp;750830;1;750830;0
1355;bc1pve7rtpj28650fuxymn4gqxk83dss23xex9s4wky5607cr752czqqzwfyf9;128654;2;292654;164000
1356;bc1pcjk4ffr4wpj3k4rmk8q4sftns9tcw96l808u3cgpvkzz3jscz4lq6cywa8;128654;2;292654;164000
1357;bc1p6wa9ef6jmwx2mppdu87ldrp9xv63e6q9k2y6v82265hyl6sdfs0qzlrktd;2220312;114;2220312;0
1358;bc1phaqj6cgr6ah9q0jtz5g79sh9h9ummk2lszrflrl2q3guk5h72gjsn5xhdy;128654;2;292654;164000
1359;bc1phwv2dx28medh7lrcgukkm8r55r00mrgc22uj2eshyrs72nexq9cqzxp4y7;4845680;133;4845680;0
1360;bc1ps5yk7m4yjz8eeu2cehuf3hguuqq7hhs7jzl2tx9d9pewhca8ydjqayakdn;10000;1;10000;0
1361;bc1qqjnnyznmw93lufuxyme0ljmkwjnwkvc35r92na;2521631;115;346445737;343924106
1362;bc1px9l76wsq9g9auzajael62xkq9532ctr346pt9d8mg6cw2nxjhnqslw07cx;10000;1;10000;0
1363;bc1plg70hnmsv2v9y0zevcwqyj3k6k8qvqtels6urx0eptujn2zdrgls7efddr;1580072;11;23142508;21562436
1364;bc1pq5z0hvxnewyz2kr40j4d32nx9tn0jx0vvdsvjnlckjekyhdm0j6qh7w6hf;15124907;2123;16272053;1147146
1365;bc1py6279x4r6all6wqhgpu5tx9qh2lapja0eue8c4vc2jkcplyf9zds2yx73l;128654;2;292654;164000
1366;bc1qznd382dqapcp0j2xf5jyu548g55743jy3ywwqc;6764066077;4895;198238889896;191474823819
1367;bc1pezfx2z7stszhvcrpjwvmje9eavtvk4850krg3333n6qpt0fg4uhqllmuw2;10000;1;10000;0
1368;bc1pstgxfm9er2d8ls8wc6smlp3qc80kuw5atpksydrp85f75ld3vl8sllw94d;128654;2;292654;164000
1369;bc1p7hwthws2lzhy033pf3860ykthljxcsn9q75p90z0lkpgawxuagascfw2py;10000;1;10000;0
1370;bc1pv46up8cmvzjchpjmrhaxpyjtctyxep5pa0v8hyh4km6vaxme87xsp58yv7;10000;1;10000;0
1371;3P4WqXDbSLRhzo2H6MT6YFbvBKBDPLbVtQ;16610232766;955087;49995343805;33385111039
1372;bc1pn5sc7qc7770mc9g99dc4nnmnam27w5qszs6mnz0ghk6fzcc773aqhyyfu3;128654;2;292654;164000
1373;bc1q58urmlnhel5eg70qtkklr8dcpvf6xl68x5q4xa;856938;5;4537950;3681012
1374;bc1qf8hp6xxtpds0q7a06suzy5q572j08f7t8v60g6;0;6;693390;693390
1375;bc1pyk7y0lapmzs0hm56vcahuq53tryuzcv535fcp7jz94hmexdzvwtq8sl7y6;420187;3;720187;300000
1376;bc1qpp75mwld096676xpcxlpcsfrwuqc6qpcqngfty;1191612;6;7529562;6337950
1377;bc1qn0ygs64ptkz72wk48d9qh6tnx7qxl2kf5l5fmu;826938;5;4387950;3561012
1378;3CmYbBAK6zgX2q428FLiSRfPrQS2ibp1XF;1530265;188;176184451;174654186
1379;bc1qrnshtks9qsujmaa45cnx4sxxpvrgmhjlv7xq90;801612;6;5189562;4387950
1380;bc1q69j6hznsqfv3fvj9xzvswx6ne4eseql5m05z7s;426938;5;2387950;1961012
1381;bc1qg0gzyntp6spd737eg5svflx2dvg4kmr3nat3cj;1221612;6;7709562;6487950
1382;bc1prt95fljyy5hl2rwvz9ddwmr6ctkuj3vkwpzfgz4hl9sy9m7vjxjs9jcncv;1733161;200;312431140;310697979
1383;bc1qy2eme22u5vnv0p8du73hd3q7qg0sfvqndjetn8;4826938;5;24387950;19561012
1384;bc1qzk7tuseh5aemw3quxrdxgffunaxq5ayd6f6zjs;0;5;6735664;6735664
1385;bc1qwxxpmx2uhv3gmr49mcmufhn8fxs7x4xqwjl8qk;4826938;5;24387950;19561012
1386;bc1qfxpq5wr5u48huvv3rt3xnnzqt4r2rvsq9plx0h;1362577;5;7065542;5702965
1387;bc1q3ttsqkv6a5nxpgz3pvtgync94rsx3lfs69tqs6;213738;5;1321950;1108212
1388;bc1qgjv6wwzla70t02vzey622k0fc3zlhg4qpxludd;4227938;5;21392950;17165012
1389;bc1qtjnrg8nxhnpyz5rehdjmaaz9u63awk9rtx80du;4826938;5;24387950;19561012
1390;bc1qfjgjq6trwj6zva9j4d5t9z6zkmzdadvz892qya;4826938;5;24387950;19561012
1391;bc1q5a6prwnlmv0u50la4xv55lkglaqyjr9vjpl3t0;856938;5;4537950;3681012
1392;bc1q5n78ag6f2x5m3amx5nssw2jfl7jcdfqukf0cfv;4624249;8;37703120;33078871
1393;bc1qdvdqa9flulmtvrru55vxv2sgrfzrwha66h9sfv;0;2;164242;164242
1394;bc1qe98akxkl8m9l8dvtpmdngwrlcypjwj5yw3zlpu;0;5;527108;527108
1395;bc1q4mawrrchchj4gdy6jp95jut5jl4z30ztz8jm0y;911572;5;4811120;3899548
1396;bc1qhkckkdshkjgtuyu9m8m0eedlg0npg42h6zzpk3;527497;9;5659209;5131712
1397;bc1qzr7ew2vpd4zkac5gcl0yrxcl8fsx7xza8wgawa;776286;7;5965848;5189562
1398;bc1pxfn9884908xlcqlg07swmq0du73ht54s5j3nt2y9h4zs6mwq0znqa2nxgn;772882;8;1962496;1189614
1399;bc1qstxx8hx6l22gj2c5lfdecfl50tyqska6ztdjn8;475938;5;2632950;2157012
1400;bc1prutwzwtnh920q8g46ndeu3utx6lctrzzvfep7em8ns25am2yg9vsfxhndh;21246534;997;21311380;64846
1401;bc1q7zuhjmxgqqly89p8gqqpnfnrarlvsvlfrnegmu;426938;5;2387950;1961012
1402;bc1q300m2ywp7ahy5w2l3jfx2a4es0ku8ws0kl5gtp;1290225;5;6704385;5414160
1403;bc1q6aehuxkcy9rjsgyfv23zd7xt48x8kanjv8xv2x;726938;5;3887950;3161012
1404;bc1qpcvpfrqru44dlqh6alz36jnlhr0s2fhslspx49;0;2;284242;284242
1405;bc1qf7mampawe0cttja6kn3tpj7td2hc3kqkyldq6l;750960;8;6716808;5965848
1406;bc1p0xtsgv459cvgeqt4ccqn444vnz2e7gpyru50r4cvw4jdad3pqu7s25ulur;255187;2;555187;300000
1407;bc1pwmp5j8uelpf2k0ejxhganz4wyw2hn36z082ughfxv7ap89qmftcszrzq6s;4570187;2;5493187;923000
1408;bc1qqag2ye7wpq8w0dsyvs0k7jz73xz3wqfpv4h97s;776286;7;5965848;5189562
1409;bc1qpnjvf0fnakw32ug5pv4e57j440kjpwpsl7t49u;2056938;5;10537950;8481012
1410;bc1pagpgysupgemtgndne9v9xhzkfsnhev9zm0klmp0vzz05ysm9ys8qmxupyz;255187;2;555187;300000
1411;bc1qlwalzd83xasehnex9f84xsesshg3c8smeu4rzh;401612;6;2789562;2387950
1412;bc1qchnchspj7q8qw6ssl3zaplcppugd9hp4tt3jry;825267;6;5331492;4506225
1413;3JnkaWVwWjv1WavcgAm46jxTHfNd4ucr3B;3016074;7;8949654;5933580
1414;bc1phhyakgjymfss6yfpxyhn45n742yg3k2tu4nadlkgc5cc8zy08dwq9fk2lh;127861;3;327861;200000
1415;bc1qpfcf95cyfwt0xsw49ccns8vrzx5m4maj623c3h;750960;8;6716808;5965848
1416;bc1qch86a6qy60xx4mtrmcz8msz30kerppa5ev7chk;4826938;5;24387950;19561012
1417;bc1pq5z0hvxnewyz2kr40j4d32nx9tn0jx0vvdsvjnlckjekyhdm0j6qh7w6hf;15124912;2128;16274788;1149876
1418;bc1qk309gzmelkz7r68re77hla7cykw8ahxwhdyf37;1426938;5;7387950;5961012
1419;3P4WqXDbSLRhzo2H6MT6YFbvBKBDPLbVtQ;16621550590;955134;50006661629;33385111039
1420;bc1qmea9sfd7c9lnqzjpepj4gnsa3fef6m9zqz3dng;1327264;4;5461012;4133748
1421;bc1qrhgg3t3qraxhj4r79my3gxgwh0jewrr6fa8fs5;550244;4;2352932;1802688
1422;bc1qm37x3p354kq69fd4djwudck99unxndxs0madn0;2107590;3;6398748;4291158
1423;bc1q8clwvk9nv087n0weru29u8ckt2rhaf62502mlm;2132916;2;4291158;2158242
1424;bc1qgpujwrzvaaxqq2fk8lcg4dc227q89erqf7rtqt;0;2;104337;104337
1425;bc1qskfx59w330lax5d6gup4cspgvrctlrkrks239r;827590;3;2558748;1731158
1426;bc1p66f5pgzz2akuz2lhc90p95c2zttzl3p78uvlfl46xnkws3eaz8fsmpyp6x;2566259;2;5241259;2675000
1427;bc1qxdhze32kner7erntnuyxpgt96cs3jwjlymxm7k;477590;3;1508748;1031158
1428;bc1q9h8j0y59gpacsaxcz6ta0ryq6a0qlpgrlawkst;897916;2;1821158;923242
1429;bc1qjz0knlgtrrgp7hw0rel7hcvjupjendlg82ymtt;527264;4;2261012;1733748
1430;bc1quzx0h05m9mtejj73y6s3dsrpp36ue0lrjja6y7;515606;4;2214380;1698774
1431;bc1pwj8252df274z3zh9dnpyer2wgepv5jyrss52q824txvawjdj5urq2uq9w7;247861;3;567861;320000
1432;bc1pcfs5sr5znp22pllkm96nmq093nms9azuz5ly2rst8eu75kwzfa8sut5r6m;155187;2;355187;200000
1433;bc1qvts28qymrjl9ysnn0ez0wsvarxhn8rgy37qhfc;4877590;3;14708748;9831158
1434;bc1qr9cpgch7qurlmqawtjpfdu9s29ap5vskanp2e4;502916;2;1031158;528242
1435;bc1qwvtrvmp29llap2jyex6xjjsyem929n5suduw08;493990;3;1557948;1063958
1436;bc1qzsas8klh8506j5rf5qkrdqzrgvsu6pdqm54jes;1409679;3;4305015;2895336
1437;bc1qwxxpmx2uhv3gmr49mcmufhn8fxs7x4xqwjl8qk;4902916;2;9831158;4928242
1438;bc1qjgstae6nfc7k69ryzdufhzfm54kz5lfj38pu94;0;2;164242;164242
1439;bc1qx8rl5ykuka3xh40fvt6hzttj9nzwtu03cqypfl;1267590;3;3878748;2611158
1440;bc1qlzlehpxa3cfedfzdt85jyrztrkw6guzptv9ckf;0;2;164242;164242
1441;bc1qgfulgchywkjun2hqftlhsajh8q5ym4dluvs5cr;1858254;5;9544530;7686276
1442;bc1q9v9hjwf53mtpj78jjmhk5vmjqk9097679uul3y;637590;3;1988748;1351158
1443;bc1q4fp8jvcjqwtawm2uvt2hx2g2rdytcrjxc2ysja;502916;2;1031158;528242
1444;bc1qfjgjq6trwj6zva9j4d5t9z6zkmzdadvz892qya;4877590;3;14708748;9831158
1445;bc1q2se82hctuqkqvuzf7fyq0y6v6m2l94ppdk59zt;801612;6;5189562;4387950
1446;bc1qr0ndrj04u96ckujmakxprpqaw2yzajrgcjp52c;240193;3;796557;556364
1447;bc1qdsfkfal73cxqrypxsqffalms72n022glqurnfh;0;3;4099158;4099158
1448;bc1qpm2dqtqd8nvspku93kfzuczakn89q92xgn3kjl;729770;2;1484866;755096
1449;bc1prprvzarzvtk624edyflv59q329ykku5r0ppagszuw3hpzasgf2wsk7r953;2861;3;77861;75000
1450;bc1qnw5uwe05u5m4ddukmd37c399729qfp9y7r94ug;369310;2;763946;394636
1451;bc1qv8ee7qvqk02fyxy2lecxpdj24tff3ffa42xekv;877590;3;2708748;1831158
1452;bc1qmu92p3t8l3prn7jwtlkt592hj08ns3tensst3w;2132916;2;4291158;2158242
1453;bc1qa68klf8hqlu90d8rnqu7sytsws5czpsf2etwjm;4020790;3;12138348;8117558
1454;bc1qkr6mrmz89je3lgk5lsm24200drl8htq39kr67t;740899;3;2298675;1557776
1455;bc1qzywtfglqsac4lqzmaa7h95rg9mgehkj4q6fsmz;1255590;3;3842748;2587158
1456;bc1qj5cgkpx93t4n8grnypq8e607def7puj02au0fx;565932;3;1773774;1207842
1457;bc1qv9xgwydqpf9wm7servmxmjnw2cgl3jnq5esn9x;679316;2;1383958;704642
1458;bc1qhdpravfysev2jmr3kxzmlp7g6xkkm2khk23px9;932916;2;1891158;958242
1459;bc1psps874e7glxpd4xcjglkmmakuxz22afssnsvrftpeqpsmvd3k3zsml0zg7;255187;2;555187;300000
1460;bc1prutwzwtnh920q8g46ndeu3utx6lctrzzvfep7em8ns25am2yg9vsfxhndh;20459088;963;20523934;64846
1461;bc1pr5yuff8g2ah7u3e9faatywy7z57slnfwpdex6edr6mmhdyvsuk2saavlfq;6455187;2;12955187;6500000
1462;bc1q73gurwal54tznqz57e8u8crefv5kvc2w9p6h6w;2107590;3;6398748;4291158
1463;bc1qv2fnhqxfnmsxg4x7xydzpf6avlac2hmam4mcc5;497590;3;1568748;1071158
1464;bc1qrh6jqpa865d9mcnehx8832tuq5h6wef5pk2chq;1277518;3;3908532;2631014
1465;bc1qzuk99wa6lyu7edw2lnuntr6s604gw3utges80y;502916;2;1031158;528242
1466;bc1qcpxx2h9ldt5cms5aa49yzwqqh8t5v6g7z570hy;77109;3;307305;230196
1467;bc1pnhqecv8lztgd4s8wwslvmnquv0pctygwtsykn6nfj0k5nfxy7stqu357s6;255187;2;555187;300000
1468;bc1qz48t76r232yyn6yelkdvqtsdc07450zt9tjlzw;795031;3;2461071;1666040
1469;bc1q77w77v79n9gnacx25v9pn00l5r0nxytwewnww9;0;2;39242;39242
1470;bc1qeylxdq23mqqw54yyjq49fws6lwm2htvvk6x0uu;1602858;3;4884552;3281694
1471;bc1pjfx4sehefj6qv6tnyjwwymnchfufrh6quqg7c6u632s3qu5ud6cqfqfs4w;67956;3;208051;140095
1472;bc1qxjemzpyvwhk4y50hekkv367p37gg5hjath59wp;502916;2;1031158;528242
1473;bc1qchnchspj7q8qw6ssl3zaplcppugd9hp4tt3jry;901245;3;2779713;1878468
1474;bc1q635eqaqhwfdkkf8y97va20mhdp5sru0a9qff7n;1477590;3;4508748;3031158
1475;bc1qz53z97vjsas6280tuhwr5hnf8fe7mc9t8jdstu;477590;3;1508748;1031158
1476;bc1pg3u7uv3nsuv3t5q5pqz93e50lgzjy94u6drjmcm5my2dnpkx8jtqp42aaf;55187;2;155187;100000
1477;bc1q95nl4dpdcz3336a53vpp6us5k6lz2cng4pp000;1882590;3;5723748;3841158
1478;bc1qc0dkysmwf5268zyf9antnxlupnxzgj3tnr5kyn;3404681;4;13770680;10365999
1479;bc1quc3scx4ggt83p0pa0n7kjqsyztel52neeftlq6;169527;4;830064;660537
1480;bc1q3typvr52aupdm32tfq372y5arkeuwf4rkh3dlh;827590;3;2558748;1731158
1481;bc1qcspz8q69l6tq28px8necu2qy8llsf4y4qgnufp;222243;2;469812;247569
1482;bc1qq6yfzsvkdte5q5vv7a2zv3l33sxdpmlxua8jtd;0;3;2977096;2977096
1483;bc1p9c9f9h8r438hnj355dv6hmsrp04ul292690gyd703598u88rs4ksmjupqw;255187;2;555187;300000
1484;bc1qpd3gvxwe25neqkac54xtxsqq7jkgk0zwkursn7;1267590;3;3878748;2611158
1485;bc1pqz7l36tmhjre7luucyp6jtsue5k24jhkquretjtma9z8pv6rctaq9ttv50;2172920;35;5778918;3605998
1486;3LoeoeWJy2MsuCQ5mEDdjX598iF55W8vD3;49548554;2;99548554;50000000
1487;bc1peeude4pmjenf3ymmnduc66eae056e6kekhwaaw3ldajwzwlfctkscevesw;155187;2;355187;200000
1488;bc1qmea9sfd7c9lnqzjpepj4gnsa3fef6m9zqz3dng;1327264;4;5461012;4133748
1489;bc1q9z40asazs4awnu6xp5rj8y3tc9a3z4mfgd3nst;2082264;4;8481012;6398748
1490;bc1qrhgg3t3qraxhj4r79my3gxgwh0jewrr6fa8fs5;524918;5;2877850;2352932
1491;bc1q78lkkxxnkpjxzuek3m6lug45r827kwmlus2g94;627693;3;1959057;1331364
1492;bc1qx8vw9dmluyzrwhrm40p3x0hu68rtdhzgwypzwt;452264;4;1961012;1508748
1493;bc1qpp75mwld096676xpcxlpcsfrwuqc6qpcqngfty;1191612;6;7529562;6337950
1494;bc1qqfzg2zf609lr5tdahrnzq7w8q0hsc4e6cgn6w0;1439395;5;7450235;6010840
1495;bc1q8clwvk9nv087n0weru29u8ckt2rhaf62502mlm;2107590;3;6398748;4291158
1496;bc1qn0ygs64ptkz72wk48d9qh6tnx7qxl2kf5l5fmu;852264;4;3561012;2708748
1497;bc1pk34jrzejcngwj230veu7ptcuuk5cs7cs9am4eq2uprzgh22npwks45me8e;5001499;4;19922811;14921312
1498;bc1qxdhze32kner7erntnuyxpgt96cs3jwjlymxm7k;426938;5;2387950;1961012
1499;bc1qra965uun2ayfgkefsnawl3c44ea946nkww2z7x;873264;4;3645012;2771748
1500;bc1pv5kvazz9t6yqjpjkrqlh7luh4tqq0z5cjwfx09c8ucv4x9ta8krq936tlm;313355;3;3771523;3458168
1501;bc1qlzswa598g2hwn6cgjzh5fyag89nf2lv2rlcah7;882264;4;3681012;2798748
1502;bc1qjz0knlgtrrgp7hw0rel7hcvjupjendlg82ymtt;501938;5;2762950;2261012
1503;3MFXN7QZkPmCJKamHMdQv7x2SmkGRDFgtW;5710913;2;11513080;5802167
1504;bc1quzx0h05m9mtejj73y6s3dsrpp36ue0lrjja6y7;515606;4;2214380;1698774
1505;bc1qr9cpgch7qurlmqawtjpfdu9s29ap5vskanp2e4;452264;4;1961012;1508748
1506;bc1q49kzw342uyk6hxrj4anez3rpcwcczensks5mz6;0;2;164242;164242
1507;bc1qdr7ux3vp9wn233nzk60hq0kxwdn6prqylu2lsl;877590;3;2708748;1831158
1508;32SfvhPWyN67DQberA8yvnqbzu4nqhMvci;8801378;318;318602600;309801222
1509;bc1qx8rl5ykuka3xh40fvt6hzttj9nzwtu03cqypfl;1216938;5;6337950;5121012
1510;bc1patt79g6x9qyee62r3pusavstl8vxdaa3twpkq9gt7sut33z9vrjs5rzzp7;245187;2;535187;290000
1511;32CacKt9cEQrPWNhWU77q46Dk5EZhs4bkD;2919325;32;64676110;61756785
1512;bc1qufjtcz2vz9p64cntvvn2xn4gr5hevjq4k7u6zz;0;5;4816616;4816616
1513;bc1q3ttsqkv6a5nxpgz3pvtgync94rsx3lfs69tqs6;239064;4;1108212;869148
1514;bc1pylq20lqa6r0n5ersgz3vaunnu70xx969audd9phnwdttlm8zmtxqmxg53w;155187;2;355187;200000
1515;bc1pjqx7nundrjuu0037v0plyy2vunswq84j7tdpj6efxnp8xzhkzxaqy547sd;430187;3;670187;240000
1516;bc1qm3cpnh75xvt9n5u0dh2zquflumm2ynlq5p0yjg;1917082;5;9838670;7921588
1517;bc1p3tpsrvds2epaq95wyuychgmtfyjk73ue2rvnhyyll7vn5azg9has24emdx;245187;2;535187;290000
1518;bc1q5a6prwnlmv0u50la4xv55lkglaqyjr9vjpl3t0;856938;5;4537950;3681012
1519;bc1qtzz25qkkyse0evzlfm2yf6h9qfeu0v4kckc4rt;1242264;4;5121012;3878748
1520;bc1qnw5uwe05u5m4ddukmd37c399729qfp9y7r94ug;0;5;1426588;1426588
1521;bc1q5n78ag6f2x5m3amx5nssw2jfl7jcdfqukf0cfv;4649575;7;33078871;28429296
1522;bc1q4n4kk8zdr7dq9q6ytzj73g6x4fmftm3ta5tvy5;4793903;4;19327568;14533665
1523;bc1qmu92p3t8l3prn7jwtlkt592hj08ns3tensst3w;2082264;4;8481012;6398748
1524;bc1qa68klf8hqlu90d8rnqu7sytsws5czpsf2etwjm;3995464;4;16133812;12138348
1525;bc1qkr6mrmz89je3lgk5lsm24200drl8htq39kr67t;740899;3;2298675;1557776
1526;bc1qzywtfglqsac4lqzmaa7h95rg9mgehkj4q6fsmz;1255590;3;3842748;2587158
1527;bc1qv9xgwydqpf9wm7servmxmjnw2cgl3jnq5esn9x;653990;3;2037948;1383958
1528;bc1qhkckkdshkjgtuyu9m8m0eedlg0npg42h6zzpk3;552823;8;5131712;4578889
1529;bc1qzr7ew2vpd4zkac5gcl0yrxcl8fsx7xza8wgawa;801612;6;5189562;4387950
1530;bc1p6p9dvsjh346vh9nhnk7np9t27qdufxe0y7dz4aj5cusm8rwe8hjsghclu5;55187;2;155187;100000
1531;bc1qhdpravfysev2jmr3kxzmlp7g6xkkm2khk23px9;907590;3;2798748;1891158
1532;bc1prutwzwtnh920q8g46ndeu3utx6lctrzzvfep7em8ns25am2yg9vsfxhndh;20841522;983;20906368;64846
1533;bc1q9grdxyuxumpm7xxs2q669yk9jk3l4c3fsk5074;815713;5;4331825;3516112
1534;bc1qzh6w7rcfxft2hqz9afl4qhdy90r2887vk7vf7q;2023398;5;10370250;8346852
1535;bc1q7zuhjmxgqqly89p8gqqpnfnrarlvsvlfrnegmu;477590;3;1508748;1031158
1536;bc1qc8s2xn8dyl90xv366hcxpl9tgz5jz7y76fkqnu;1082264;4;4481012;3398748
1537;bc1p4szmv8gjfkt7rn0fd93lnfdzn2ufhjk9dsllanyl99cfwefsau8sufghu2;155187;2;355187;200000
1538;bc1qu4lynmxf5xlwnxtnuf484wgwy9j33ewxhksef3;2809660;5;14301560;11491900
1539;bc1qrh6jqpa865d9mcnehx8832tuq5h6wef5pk2chq;1226866;5;6387590;5160724
1540;bc1qsh29kuk4fsvqgvcp09amm3ewhwhvjeeg7qg50r;1158301;4;4785160;3626859
1541;bc1qf7mampawe0cttja6kn3tpj7td2hc3kqkyldq6l;750960;8;6716808;5965848
1542;bc1qjdkmyqv5te468lclzwjl3rgyvjqd9s7mae06mj;0;5;681012;681012
1543;bc1pmdz4ugcthg9tg8u0x4l40y06vtsxrh0yj5ndel80uvtjdv429resdu80np;802625;58;40760261;39957636
1544;bc1qcpxx2h9ldt5cms5aa49yzwqqh8t5v6g7z570hy;0;5;359088;359088
1545;bc1q5hzwndwdrc9udhy48rwn99q8j2f2ux75v8egqm;1056938;5;5537950;4481012
